stop_id,stop_lat,stop_lon,stop_name
T4753,5.62537,-0.261719,Terminal Tabora Alhaji Station
T4847,5.56911,-0.148074,Terminal Trade Fair
T4872,5.54384,-0.259145,Terminal Banana Inn Taxi Station
T497,5.64911,-0.179331,Terminal Legon Station
T4977,5.55588,-0.240146,Terminal Zongo Junction
T5073,5.70239,-0.235508,Terminal Ashognman Estate
T5090,5.5642,-0.273289,Terminal SSNIT Flat Station
T5215,5.6122,-0.284537,Terminal Aunti Eku Pallas Town
T5241,5.66086,-0.237406,Terminal Dome
T5242,5.6576,-0.237396,Terminal B
T5296,5.60138,-0.240334,Terminal G
T534,5.67642,-0.172071,Terminal Madina Station
T5343,5.69566,-0.248373,Terminal D.K. Last stop
T5344,5.6936,-0.248557,Terminal Kwabenya
T5371,5.72009,-0.308896,Terminal Sarpeiman
T54,5.5516,-0.219885,Terminal Agbogbloshie Station No. 2
T5548,5.62264,-0.069477,Terminal Sakumono station
T5559,5.54705,-0.210449,Terminal Accra UTC Taxi Rank
T5561,5.60088,-0.239248,Terminal Abeka Station near Market
T558,5.57949,-0.209795,Terminal Mallam Attah Station
T5593,5.60079,-0.239175,Terminal Abeka Station
T5622,5.58882,-0.179427,Terminal 37 Lorry Park
T5668,5.6092,-0.329638,Terminal Agape Station
T5685,5.64233,-0.210306,Terminal F
T5735,5.60063,-0.292168,Terminal Last stop
T5754,5.66704,-0.204694,Terminal 5 Haatso station
T5772,5.60662,-0.249811,Terminal H
T5797,5.58739,-0.138276,Terminal Tse Addo
T5922,5.57665,-0.309575,Terminal Gbawe Station
T5938,5.62732,-0.31464,Terminal Lapaz Station-Mahean Afuaman
T5954,5.63768,-0.352551,Terminal Mahean Station
T597,5.73498,-0.272013,Terminal Adusa Quarters
T5985,5.73509,-0.272003,Terminal Mayera last stop
T6061,5.63139,-0.297853,Terminal Sotuom VRA
T6170,5.63916,0.003866,Terminal Tema Main Habour Round About
T6203,5.71298,-0.369089,Terminal Adeiman
T638,5.7401,-0.356899,Terminal Kotoku Terminal
T668,5.65784,-0.265362,Terminal Ofankor
T679,5.6869,-0.0323839,Terminal Ashaiman Station
T680,5.68208,-0.0404766,Terminal Ashiaman Station
T685,5.6169,-0.229515,Terminal Achimota Old Station
T7,5.66366,-0.366609,Terminal Ashalaja
T702,5.65804,-0.252961,Terminal Taifa Station
T728,5.64498,0.00184925,Terminal Tema C'mty One
T745,5.6454,0.00162529,Terminal Tema Main Station
T75,5.56507,-0.235921,Terminal Kaneshie Mkt Cmplx
T767,5.60202,-0.079204,Terminal Teshie Nungua
T768,5.60217,-0.0792741,Terminal Nungua Station
T798,5.70361,-0.210458,Terminal Ashongman
T835,5.66727,-0.204607,Terminal Haatso
T865,5.62377,-0.282839,Terminal Sowutuom Station
T883,5.54963,-0.217147,Terminal Agbogbloshie Station
T89,5.56469,-0.236644,Terminal Abossey Okai Camara Station
T893,5.52619,-0.250591,Terminal Chemuna Station
T894,5.52624,-0.250577,Terminal Chorkor Station
T900,5.55023,-0.217098,Terminal Agbobloshie Station
T916,5.53509,-0.243891,Terminal Mamprobi
T931,5.53651,-0.25517,Terminal Mamprobi Camara
T953,5.5544,-0.253545,Terminal Russia
T977,5.65134,0.024435,Terminal Tema Newtown Terminal
T994,5.53654,-0.255284,Terminal Camara Station
